Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
RICE,Rice Energy Inc.,20.61,4226297255,n/a,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rice
RMP,Rice Midstream Partners LP,25.01,2557841628,n/a,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/rmp
RNG,"Ringcentral, Inc.",35.75,2687190184,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/rng
RBA,Ritchie Bros. Auctioneers Incorporated,31.97,3420340949,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rba
RAD,Rite Aid Corporation,3.11,3276926541,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/rad
RLI,RLI Corp.,56.34,2477264391,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rli
RLJ,RLJ Lodging Trust,21.35,2661664661,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rlj
RHI,Robert Half International Inc.,46.85,5958358263,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rhi
ROL,"Rollins, Inc.",43.06,9387466464,n/a,n/a,Finance,Diversified Commercial Services,http://www.nasdaq.com/symbol/rol
RES,"RPC, Inc.",21.24,4625645904,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/res
RPM,RPM International Inc.,55.85,7460077015,n/a,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/rpm
RSPP,"RSP Permian, Inc.",35.13,5571403004,n/a,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rspp
R,"Ryder System, Inc.",67.65,3623347462,n/a,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/r
RHP,"Ryman Hospitality Properties, Inc.",65.72,3360341807,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rhp
SBH,"Sally Beauty Holdings, Inc.",19.31,2653897347,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sbh
SC,Santander Consumer USA Holdings Inc.,11.57,4158509555,n/a,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/sc
SCG,Scana Corporation,69.34,9909859025,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/scg
SNDR,"Schneider National, Inc.",21.82,3858679130,n/a,2017,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/sndr
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,74.52,3256988334,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/saic
SMG,Scotts Miracle-Gro Company (The),89.83,5351319523,n/a,1992,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/smg
SEE,Sealed Air Corporation,44.98,8807647105,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/see
SMI,Semiconductor  Manufacturing International Corporation,5.04,4684585969,n/a,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/smi
ST,Sensata Technologies Holding N.V.,42.64,7296446831,n/a,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/st
SXT,Sensient Technologies Corporation,82.44,3648701325,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/sxt
SRG,Seritage Growth Properties,41.82,2343085482,n/a,2015,Finance,Real Estate,http://www.nasdaq.com/symbol/srg
SCI,Service Corporation International,32.29,6070234782,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/sci
SERV,"ServiceMaster Global Holdings, Inc.",39.52,5296876547,n/a,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/serv
SHLX,"Shell Midstream Partners, L.P.",29.28,5191854760,n/a,2014,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/shlx
SHOP,Shopify Inc.,86.93,7353181291,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shop
SIG,Signet Jewelers Limited,59.16,4047359343,n/a,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/sig
SSD,"Simpson Manufacturing Company, Inc.",42.9,2044369856,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ssd
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",56.35,6085800000,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shi
SIX,Six Flags Entertainment Corporation New,59.55,5395823535,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/six
SKX,"Skechers U.S.A., Inc.",27.76,4395327356,n/a,1999,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/skx
SM,SM Energy Company,19.52,2171760552,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sm
AOS,Smith (A.O.) Corporation,56.84,9835320029,n/a,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/aos
SNA,Snap-On Incorporated,157.76,9142051594,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sna
SQM,Sociedad Quimica y Minera S.A.,36.21,9530346134,n/a,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sqm
SON,Sonoco Products Company,51.38,5106366259,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/son
BID,Sotheby&#39;s,52.13,2745758153,n/a,1988,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/bid
SJI,"South Jersey Industries, Inc.",36.8,2927366326,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sji
SWX,"Southwest Gas Holdings, Inc.",77.87,3703456007,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/swx
SWN,Southwestern Energy Company,6.43,3252742846,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/swn
SPB           ,"Spectrum Brands Holdings, Inc.",131.97,7763645446,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spb
SR,Spire Inc.,71.85,3467380338,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sr
SPR,"Spirit Aerosystems Holdings, Inc.",57.43,6927064174,n/a,2006,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/spr
SRC,"Spirit Realty Capital, Inc.",7.71,3731705473,n/a,2013,Consumer Services,Building operators,http://www.nasdaq.com/symbol/src
SQ,"Square, Inc.",23.48,8783962718,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sq
STAG,"Stag Industrial, Inc.",28.21,2502976060,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stag
STN,Stantec Inc,23.85,2724368948,n/a,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/stn
STWD,"STARWOOD PROPERTY TRUST, INC.",22.28,5799125381,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stwd
SCS,Steelcase Inc.,17.15,2023841042,n/a,1998,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/scs
SCL,Stepan Company,89.37,2008128439,n/a,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/scl
STE,STERIS plc,80.46,6840967557,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ste
STL,Sterling Bancorp,23.9,3240621602,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stl
SF,Stifel Financial Corporation,46.64,3192504269,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf
STOR,STORE Capital Corporation,20.7,3547461341,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stor
SUM,"Summit Materials, Inc.",28.66,3049534054,n/a,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sum
SUI,"Sun Communities, Inc.",89.17,7039465460,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sui
SUN,Sunoco LP,30.03,3479866310,n/a,2012,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sun
SHO,"Sunstone Hotel Investors, Inc.",16.55,3648677694,n/a,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sho
SWFT,Swift Transportation Company,25.88,3449313678,n/a,2010,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/swft
SNX,Synnex Corporation,117.32,4682769257,n/a,2003,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/snx
SNV,Synovus Financial Corp.,44.14,5400837583,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/snv
DATA,"Tableau Software, Inc.",62.15,4846917842,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/data
TAHO,"Tahoe Resources, Inc.",8.96,2798219191,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/taho
TAL,TAL Education Group,120.33,9732623233,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tal
TEGP,"Tallgrass Energy GP, LP",24.63,3872561107,n/a,2015,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tegp
TEP,"Tallgrass Energy Partners, LP",47.51,3441523964,n/a,2013,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tep
SKT,"Tanger Factory Outlet Centers, Inc.",26.77,2582130252,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/skt
TRGP,"Targa Resources, Inc.",45.82,9094171466,n/a,2010,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/trgp
TARO,Taro Pharmaceutical Industries Ltd.,107.1,4394545835,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/taro
TCO,"Taubman Centers, Inc.",59.39,3604568198,n/a,1992,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tco
TMHC,Taylor Morrison Home Corporation,24.2,2891883883,n/a,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/tmhc
TCP,"TC PipeLines, LP",53.85,3814657371,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tcp
TCF,TCF Financial Corporation,16.11,2758525981,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcf
TGNA,TEGNA Inc.,14.64,3144519700,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/tgna
TEO,Telecom Argentina Stet - France Telecom S.A.,25.75,4991171966,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/teo
TDY,Teledyne Technologies Incorporated,130.67,4610897278,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tdy
TFX,Teleflex Incorporated,201.91,9082169235,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tfx
TDS,"Telephone and Data Systems, Inc.",28.29,3120749848,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tds
TPX,"Tempur Sealy International, Inc.",49.38,2661456723,n/a,2003,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tpx
TEN,Tenneco Inc.,57.17,3090147809,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ten
TDC,Teradata Corporation,28.41,3673413000,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/tdc
TER,"Teradyne, Inc.",33.29,6623069702,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ter
TEX,Terex Corporation,37.19,3629744000,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/tex
TX,Ternium S.A.,26.02,5107925756,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/tx
TLLP,Tesoro Logistics LP,50.34,5436834423,n/a,2011,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/tllp
TPL,Texas Pacific Land Trust,292.95,2313665783,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tpl
AES,The AES Corporation,11.93,7875523026,n/a,n/a,Basic Industries,Electric Utilities: Central,http://www.nasdaq.com/symbol/aes
THG,"The Hanover Insurance Group, Inc.",88.2,3751918985,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/thg
THO,"Thor Industries, Inc.",105.93,5570439323,n/a,n/a,Consumer Non-Durables,Homebuilding,http://www.nasdaq.com/symbol/tho
TSU,TIM Participacoes S.A.,14.34,6943521138,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tsu
TKR,Timken Company (The),46.45,3622796310,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/tkr
TOL,Toll Brothers Inc.,38.57,6309087750,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/tol
TMK,Torchmark Corporation,76.96,9002954345,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/tmk
TTC,Toro Company (The),71,7662081156,n/a,n/a,Capital Goods,Tools/Hardware,http://www.nasdaq.com/symbol/ttc
RIG,Transocean Ltd.,9.16,3581976020,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rig
TGS,Transportadora De Gas Sa Ord B,15.55,2470880321,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tgs
TRU,TransUnion,43.32,7840920000,n/a,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tru
THS,"Treehouse Foods, Inc.",80.1,4560854591,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ths
TRCO,Tribune Media Company,39.31,3417018762,n/a,2014,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/trco
TNET,"TriNet Group, Inc.",31.52,2161603429,n/a,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/tnet
TRN,"Trinity Industries, Inc.",27.2,4139109653,n/a,n/a,Capital Goods,Railroads,http://www.nasdaq.com/symbol/trn
TSE,Trinseo S.A.,67.65,2976061980,n/a,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/tse
TUP,Tupperware Brands Corporation,73.07,3706462232,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/tup
TKC,Turkcell Iletisim Hizmetleri AS,8.61,7576800000,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tkc
TRQ,Turquoise Hill Resources Ltd.,2.66,5352756488,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/trq
